,location_id,temperature,pedestrians_count,is_holiday,is_special_day,date,weather_condition_clear-day,weather_condition_clear-night,weather_condition_cloudy,weather_condition_fog,weather_condition_partly-cloudy-day,weather_condition_partly-cloudy-night,weather_condition_rain,weather_condition_snow,weather_condition_wind,time_cos,time_sin,day_cos,day_sin,dayofyear_cos,dayofyear_sin
860,330,5.29,240,0,0,2021-10-10 20:00:00,0,1,0,0,0,0,0,0,0,0.5000000000000001,-0.8660254037844386,0.6234898018587334,-0.7818314824680299,0.15855938510313475,-0.9873494423939864
863,330,4.5,163,0,0,2021-10-10 21:00:00,0,1,0,0,0,0,0,0,0,0.7071067811865474,-0.7071067811865477,0.6234898018587334,-0.7818314824680299,0.15855938510313475,-0.9873494423939864
866,330,3.39,85,0,0,2021-10-10 22:00:00,0,1,0,0,0,0,0,0,0,0.8660254037844384,-0.5000000000000004,0.6234898018587334,-0.7818314824680299,0.15855938510313475,-0.9873494423939864
869,330,2.84,5,0,0,2021-10-10 23:00:00,0,0,0,0,0,1,0,0,0,0.9659258262890683,-0.2588190451025207,0.6234898018587334,-0.7818314824680299,0.15855938510313475,-0.9873494423939864
872,330,2.45,5,0,0,2021-10-11 00:00:00,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.17553149042142777,-0.9844738167520923
875,330,2.23,5,0,0,2021-10-11 01:00:00,0,0,0,0,0,1,0,0,0,0.9659258262890683,0.25881904510252074,1.0,0.0,0.17553149042142777,-0.9844738167520923
878,330,2.07,21,0,0,2021-10-11 02:00:00,0,0,0,0,0,1,0,0,0,0.8660254037844387,0.49999999999999994,1.0,0.0,0.17553149042142777,-0.9844738167520923
881,330,1.76,134,0,0,2021-10-11 03:00:00,0,0,0,0,0,1,0,0,0,0.7071067811865476,0.7071067811865476,1.0,0.0,0.17553149042142777,-0.9844738167520923
884,330,1.43,357,0,0,2021-10-11 04:00:00,0,0,0,0,0,1,0,0,0,0.5000000000000001,0.8660254037844386,1.0,0.0,0.17553149042142777,-0.9844738167520923
887,330,1.15,552,0,0,2021-10-11 05:00:00,0,0,0,0,0,1,0,0,0,0.25881904510252074,0.9659258262890683,1.0,0.0,0.17553149042142777,-0.9844738167520923
890,330,1.66,653,0,0,2021-10-11 06:00:00,0,0,0,0,1,0,0,0,0,6.123233995736766e-17,1.0,1.0,0.0,0.17553149042142777,-0.9844738167520923
893,330,2.84,610,0,0,2021-10-11 07:00:00,0,0,0,0,1,0,0,0,0,-0.25881904510252085,0.9659258262890683,1.0,0.0,0.17553149042142777,-0.9844738167520923
896,330,4.49,864,0,0,2021-10-11 08:00:00,0,0,0,0,1,0,0,0,0,-0.4999999999999998,0.8660254037844387,1.0,0.0,0.17553149042142777,-0.9844738167520923
899,330,6.49,1002,0,0,2021-10-11 09:00:00,0,0,0,0,1,0,0,0,0,-0.7071067811865475,0.7071067811865476,1.0,0.0,0.17553149042142777,-0.9844738167520923
902,330,8.62,1465,0,0,2021-10-11 10:00:00,0,0,0,0,1,0,0,0,0,-0.8660254037844387,0.49999999999999994,1.0,0.0,0.17553149042142777,-0.9844738167520923
905,330,10.68,1507,0,0,2021-10-11 11:00:00,0,0,0,0,1,0,0,0,0,-0.9659258262890682,0.258819045102521,1.0,0.0,0.17553149042142777,-0.9844738167520923
908,330,12.18,1663,0,0,2021-10-11 12:00:00,0,0,0,0,1,0,0,0,0,-1.0,1.2246467991473532e-16,1.0,0.0,0.17553149042142777,-0.9844738167520923
911,330,13.46,1418,0,0,2021-10-11 13:00:00,0,0,0,0,1,0,0,0,0,-0.9659258262890684,-0.25881904510252035,1.0,0.0,0.17553149042142777,-0.9844738167520923
914,330,13.98,1626,0,0,2021-10-11 14:00:00,0,0,0,0,1,0,0,0,0,-0.8660254037844386,-0.5000000000000001,1.0,0.0,0.17553149042142777,-0.9844738167520923
917,330,13.62,1608,0,0,2021-10-11 15:00:00,0,0,0,0,1,0,0,0,0,-0.7071067811865477,-0.7071067811865475,1.0,0.0,0.17553149042142777,-0.9844738167520923
920,330,12.11,1310,0,0,2021-10-11 16:00:00,0,0,0,0,1,0,0,0,0,-0.5000000000000004,-0.8660254037844385,1.0,0.0,0.17553149042142777,-0.9844738167520923
923,330,10.0,774,0,0,2021-10-11 17:00:00,0,0,1,0,0,0,0,0,0,-0.25881904510252063,-0.9659258262890683,1.0,0.0,0.17553149042142777,-0.9844738167520923
926,330,8.62,484,0,0,2021-10-11 18:00:00,0,0,0,0,0,1,0,0,0,-1.8369701987210297e-16,-1.0,1.0,0.0,0.17553149042142777,-0.9844738167520923
929,330,7.51,414,0,0,2021-10-11 19:00:00,0,0,0,0,0,1,0,0,0,0.2588190451025203,-0.9659258262890684,1.0,0.0,0.17553149042142777,-0.9844738167520923
932,330,6.79,281,0,0,2021-10-11 20:00:00,0,0,0,0,0,1,0,0,0,0.5000000000000001,-0.8660254037844386,1.0,0.0,0.17553149042142777,-0.9844738167520923
935,330,5.99,143,0,0,2021-10-11 21:00:00,0,0,0,0,0,1,0,0,0,0.7071067811865474,-0.7071067811865477,1.0,0.0,0.17553149042142777,-0.9844738167520923
938,330,5.28,105,0,0,2021-10-11 22:00:00,0,0,0,0,0,1,0,0,0,0.8660254037844384,-0.5000000000000004,1.0,0.0,0.17553149042142777,-0.9844738167520923
941,330,4.61,20,0,0,2021-10-11 23:00:00,0,0,1,0,0,0,0,0,0,0.9659258262890683,-0.2588190451025207,1.0,0.0,0.17553149042142777,-0.9844738167520923
944,330,3.9,10,0,0,2021-10-12 00:00:00,0,0,0,0,0,1,0,0,0,1.0,0.0,0.6234898018587336,0.7818314824680298,0.19245158197082995,-0.9813064702716093
947,330,3.54,8,0,0,2021-10-12 01:00:00,0,0,0,0,0,1,0,0,0,0.9659258262890683,0.25881904510252074,0.6234898018587336,0.7818314824680298,0.19245158197082995,-0.9813064702716093
950,330,3.78,24,0,0,2021-10-12 02:00:00,0,0,0,0,0,1,0,0,0,0.8660254037844387,0.49999999999999994,0.6234898018587336,0.7818314824680298,0.19245158197082995,-0.9813064702716093
953,330,4.26,120,0,0,2021-10-12 03:00:00,0,0,0,0,0,1,0,0,0,0.7071067811865476,0.7071067811865476,0.6234898018587336,0.7818314824680298,0.19245158197082995,-0.9813064702716093
956,330,4.03,291,0,0,2021-10-12 04:00:00,0,0,0,0,0,1,0,0,0,0.5000000000000001,0.8660254037844386,0.6234898018587336,0.7818314824680298,0.19245158197082995,-0.9813064702716093
959,330,4.14,557,0,0,2021-10-12 05:00:00,0,0,0,0,0,1,0,0,0,0.25881904510252074,0.9659258262890683,0.6234898018587336,0.7818314824680298,0.19245158197082995,-0.9813064702716093
962,330,4.29,726,0,0,2021-10-12 06:00:00,0,0,1,0,0,0,0,0,0,6.123233995736766e-17,1.0,0.6234898018587336,0.7818314824680298,0.19245158197082995,-0.9813064702716093
965,330,5.32,752,0,0,2021-10-12 07:00:00,0,0,1,0,0,0,0,0,0,-0.25881904510252085,0.9659258262890683,0.6234898018587336,0.7818314824680298,0.19245158197082995,-0.9813064702716093
968,330,6.79,1023,0,0,2021-10-12 08:00:00,0,0,1,0,0,0,0,0,0,-0.4999999999999998,0.8660254037844387,0.6234898018587336,0.7818314824680298,0.19245158197082995,-0.9813064702716093
971,330,8.45,1164,0,0,2021-10-12 09:00:00,0,0,0,0,1,0,0,0,0,-0.7071067811865475,0.7071067811865476,0.6234898018587336,0.7818314824680298,0.19245158197082995,-0.9813064702716093
974,330,9.9,1564,0,0,2021-10-12 10:00:00,0,0,0,0,1,0,0,0,0,-0.8660254037844387,0.49999999999999994,0.6234898018587336,0.7818314824680298,0.19245158197082995,-0.9813064702716093
977,330,11.29,1424,0,0,2021-10-12 11:00:00,0,0,0,0,1,0,0,0,0,-0.9659258262890682,0.258819045102521,0.6234898018587336,0.7818314824680298,0.19245158197082995,-0.9813064702716093
980,330,12.16,1375,0,0,2021-10-12 12:00:00,0,0,1,0,0,0,0,0,0,-1.0,1.2246467991473532e-16,0.6234898018587336,0.7818314824680298,0.19245158197082995,-0.9813064702716093
983,330,12.74,1321,0,0,2021-10-12 13:00:00,0,0,1,0,0,0,0,0,0,-0.9659258262890684,-0.25881904510252035,0.6234898018587336,0.7818314824680298,0.19245158197082995,-0.9813064702716093
986,330,12.9,1285,0,0,2021-10-12 14:00:00,0,0,1,0,0,0,0,0,0,-0.8660254037844386,-0.5000000000000001,0.6234898018587336,0.7818314824680298,0.19245158197082995,-0.9813064702716093
989,330,12.49,1445,0,0,2021-10-12 15:00:00,0,0,1,0,0,0,0,0,0,-0.7071067811865477,-0.7071067811865475,0.6234898018587336,0.7818314824680298,0.19245158197082995,-0.9813064702716093
992,330,11.49,1023,0,0,2021-10-12 16:00:00,0,0,0,0,1,0,0,0,0,-0.5000000000000004,-0.8660254037844385,0.6234898018587336,0.7818314824680298,0.19245158197082995,-0.9813064702716093
995,330,10.09,592,0,0,2021-10-12 17:00:00,0,0,1,0,0,0,0,0,0,-0.25881904510252063,-0.9659258262890683,0.6234898018587336,0.7818314824680298,0.19245158197082995,-0.9813064702716093
998,330,9.66,488,0,0,2021-10-12 18:00:00,0,0,1,0,0,0,0,0,0,-1.8369701987210297e-16,-1.0,0.6234898018587336,0.7818314824680298,0.19245158197082995,-0.9813064702716093
1001,330,9.24,350,0,0,2021-10-12 19:00:00,0,0,1,0,0,0,0,0,0,0.2588190451025203,-0.9659258262890684,0.6234898018587336,0.7818314824680298,0.19245158197082995,-0.9813064702716093
1004,330,8.84,348,0,0,2021-10-12 20:00:00,0,0,1,0,0,0,0,0,0,0.5000000000000001,-0.8660254037844386,0.6234898018587336,0.7818314824680298,0.19245158197082995,-0.9813064702716093
1007,330,8.45,178,0,0,2021-10-12 21:00:00,0,0,0,0,0,0,1,0,0,0.7071067811865474,-0.7071067811865477,0.6234898018587336,0.7818314824680298,0.19245158197082995,-0.9813064702716093
1010,330,8.15,85,0,0,2021-10-12 22:00:00,0,0,0,0,0,0,1,0,0,0.8660254037844384,-0.5000000000000004,0.6234898018587336,0.7818314824680298,0.19245158197082995,-0.9813064702716093
1013,330,7.89,14,0,0,2021-10-12 23:00:00,0,0,0,0,0,0,1,0,0,0.9659258262890683,-0.2588190451025207,0.6234898018587336,0.7818314824680298,0.19245158197082995,-0.9813064702716093
1016,330,7.61,9,0,0,2021-10-13 00:00:00,0,0,0,0,0,0,1,0,0,1.0,0.0,-0.22252093395631434,0.9749279121818236,0.209314645963048,-0.9778483415056569
1019,330,7.64,4,0,0,2021-10-13 01:00:00,0,0,0,0,0,0,1,0,0,0.9659258262890683,0.25881904510252074,-0.22252093395631434,0.9749279121818236,0.209314645963048,-0.9778483415056569
1022,330,7.76,22,0,0,2021-10-13 02:00:00,0,0,0,0,0,0,1,0,0,0.8660254037844387,0.49999999999999994,-0.22252093395631434,0.9749279121818236,0.209314645963048,-0.9778483415056569
1025,330,7.68,94,0,0,2021-10-13 03:00:00,0,0,0,0,0,0,1,0,0,0.7071067811865476,0.7071067811865476,-0.22252093395631434,0.9749279121818236,0.209314645963048,-0.9778483415056569
1028,330,7.39,296,0,0,2021-10-13 04:00:00,0,0,0,0,0,0,1,0,0,0.5000000000000001,0.8660254037844386,-0.22252093395631434,0.9749279121818236,0.209314645963048,-0.9778483415056569
1031,330,6.99,566,0,0,2021-10-13 05:00:00,0,0,0,0,0,0,1,0,0,0.25881904510252074,0.9659258262890683,-0.22252093395631434,0.9749279121818236,0.209314645963048,-0.9778483415056569
1034,330,6.98,624,0,0,2021-10-13 06:00:00,0,0,0,0,0,0,1,0,0,6.123233995736766e-17,1.0,-0.22252093395631434,0.9749279121818236,0.209314645963048,-0.9778483415056569
1037,330,6.92,625,0,0,2021-10-13 07:00:00,0,0,1,0,0,0,0,0,0,-0.25881904510252085,0.9659258262890683,-0.22252093395631434,0.9749279121818236,0.209314645963048,-0.9778483415056569
1040,330,7.74,785,0,0,2021-10-13 08:00:00,0,0,0,0,1,0,0,0,0,-0.4999999999999998,0.8660254037844387,-0.22252093395631434,0.9749279121818236,0.209314645963048,-0.9778483415056569
1043,330,8.58,1155,0,0,2021-10-13 09:00:00,0,0,0,0,1,0,0,0,0,-0.7071067811865475,0.7071067811865476,-0.22252093395631434,0.9749279121818236,0.209314645963048,-0.9778483415056569
1046,330,9.52,1505,0,0,2021-10-13 10:00:00,0,0,0,0,1,0,0,0,0,-0.8660254037844387,0.49999999999999994,-0.22252093395631434,0.9749279121818236,0.209314645963048,-0.9778483415056569
1049,330,10.66,1519,0,0,2021-10-13 11:00:00,0,0,0,0,1,0,0,0,0,-0.9659258262890682,0.258819045102521,-0.22252093395631434,0.9749279121818236,0.209314645963048,-0.9778483415056569
1052,330,11.27,1477,0,0,2021-10-13 12:00:00,0,0,0,0,1,0,0,0,0,-1.0,1.2246467991473532e-16,-0.22252093395631434,0.9749279121818236,0.209314645963048,-0.9778483415056569
1055,330,11.92,1615,0,0,2021-10-13 13:00:00,0,0,0,0,1,0,0,0,0,-0.9659258262890684,-0.25881904510252035,-0.22252093395631434,0.9749279121818236,0.209314645963048,-0.9778483415056569
1058,330,12.47,1455,0,0,2021-10-13 14:00:00,0,0,0,0,1,0,0,0,0,-0.8660254037844386,-0.5000000000000001,-0.22252093395631434,0.9749279121818236,0.209314645963048,-0.9778483415056569
1061,330,10.89,1501,0,0,2021-10-13 15:00:00,0,0,0,0,1,0,0,0,0,-0.7071067811865477,-0.7071067811865475,-0.22252093395631434,0.9749279121818236,0.209314645963048,-0.9778483415056569
1064,330,10.05,1378,0,0,2021-10-13 16:00:00,0,0,0,0,1,0,0,0,0,-0.5000000000000004,-0.8660254037844385,-0.22252093395631434,0.9749279121818236,0.209314645963048,-0.9778483415056569
1067,330,8.63,757,0,0,2021-10-13 17:00:00,0,0,0,0,0,1,0,0,0,-0.25881904510252063,-0.9659258262890683,-0.22252093395631434,0.9749279121818236,0.209314645963048,-0.9778483415056569
1070,330,7.18,495,0,0,2021-10-13 18:00:00,0,0,0,0,0,1,0,0,0,-1.8369701987210297e-16,-1.0,-0.22252093395631434,0.9749279121818236,0.209314645963048,-0.9778483415056569
1073,330,6.51,401,0,0,2021-10-13 19:00:00,0,0,0,0,0,1,0,0,0,0.2588190451025203,-0.9659258262890684,-0.22252093395631434,0.9749279121818236,0.209314645963048,-0.9778483415056569
1076,330,5.77,369,0,0,2021-10-13 20:00:00,0,0,0,0,0,1,0,0,0,0.5000000000000001,-0.8660254037844386,-0.22252093395631434,0.9749279121818236,0.209314645963048,-0.9778483415056569
1079,330,4.77,194,0,0,2021-10-13 21:00:00,0,0,0,0,0,1,0,0,0,0.7071067811865474,-0.7071067811865477,-0.22252093395631434,0.9749279121818236,0.209314645963048,-0.9778483415056569
1082,330,4.17,117,0,0,2021-10-13 22:00:00,0,0,0,0,0,1,0,0,0,0.8660254037844384,-0.5000000000000004,-0.22252093395631434,0.9749279121818236,0.209314645963048,-0.9778483415056569
1085,330,3.49,19,0,0,2021-10-13 23:00:00,0,0,0,0,0,1,0,0,0,0.9659258262890683,-0.2588190451025207,-0.22252093395631434,0.9749279121818236,0.209314645963048,-0.9778483415056569
1088,330,2.8,24,0,0,2021-10-14 00:00:00,0,0,0,0,0,1,0,0,0,1.0,0.0,-0.900968867902419,0.43388373911755823,0.22611568550828803,-0.9741004551724206
1091,330,2.25,14,0,0,2021-10-14 01:00:00,0,0,0,0,0,1,0,0,0,0.9659258262890683,0.25881904510252074,-0.900968867902419,0.43388373911755823,0.22611568550828803,-0.9741004551724206
1094,330,2.0,10,0,0,2021-10-14 02:00:00,0,0,0,0,0,1,0,0,0,0.8660254037844387,0.49999999999999994,-0.900968867902419,0.43388373911755823,0.22611568550828803,-0.9741004551724206
1097,330,1.58,124,0,0,2021-10-14 03:00:00,0,0,0,0,0,1,0,0,0,0.7071067811865476,0.7071067811865476,-0.900968867902419,0.43388373911755823,0.22611568550828803,-0.9741004551724206
1100,330,1.3,288,0,0,2021-10-14 04:00:00,0,0,0,0,0,1,0,0,0,0.5000000000000001,0.8660254037844386,-0.900968867902419,0.43388373911755823,0.22611568550828803,-0.9741004551724206
1103,330,1.0,579,0,0,2021-10-14 05:00:00,0,0,0,0,0,1,0,0,0,0.25881904510252074,0.9659258262890683,-0.900968867902419,0.43388373911755823,0.22611568550828803,-0.9741004551724206
1106,330,0.87,712,0,0,2021-10-14 06:00:00,0,0,0,0,1,0,0,0,0,6.123233995736766e-17,1.0,-0.900968867902419,0.43388373911755823,0.22611568550828803,-0.9741004551724206
1109,330,2.15,669,0,0,2021-10-14 07:00:00,0,0,0,0,1,0,0,0,0,-0.25881904510252085,0.9659258262890683,-0.900968867902419,0.43388373911755823,0.22611568550828803,-0.9741004551724206
1112,330,4.1,856,0,0,2021-10-14 08:00:00,1,0,0,0,0,0,0,0,0,-0.4999999999999998,0.8660254037844387,-0.900968867902419,0.43388373911755823,0.22611568550828803,-0.9741004551724206
1115,330,6.13,1219,0,0,2021-10-14 09:00:00,0,0,0,0,1,0,0,0,0,-0.7071067811865475,0.7071067811865476,-0.900968867902419,0.43388373911755823,0.22611568550828803,-0.9741004551724206
1118,330,8.16,1603,0,0,2021-10-14 10:00:00,1,0,0,0,0,0,0,0,0,-0.8660254037844387,0.49999999999999994,-0.900968867902419,0.43388373911755823,0.22611568550828803,-0.9741004551724206
1121,330,9.89,1672,0,0,2021-10-14 11:00:00,1,0,0,0,0,0,0,0,0,-0.9659258262890682,0.258819045102521,-0.900968867902419,0.43388373911755823,0.22611568550828803,-0.9741004551724206
1124,330,11.36,1808,0,0,2021-10-14 12:00:00,1,0,0,0,0,0,0,0,0,-1.0,1.2246467991473532e-16,-0.900968867902419,0.43388373911755823,0.22611568550828803,-0.9741004551724206
1127,330,12.64,1593,0,0,2021-10-14 13:00:00,1,0,0,0,0,0,0,0,0,-0.9659258262890684,-0.25881904510252035,-0.900968867902419,0.43388373911755823,0.22611568550828803,-0.9741004551724206
1130,330,13.39,1683,0,0,2021-10-14 14:00:00,1,0,0,0,0,0,0,0,0,-0.8660254037844386,-0.5000000000000001,-0.900968867902419,0.43388373911755823,0.22611568550828803,-0.9741004551724206
1133,330,13.03,1689,0,0,2021-10-14 15:00:00,1,0,0,0,0,0,0,0,0,-0.7071067811865477,-0.7071067811865475,-0.900968867902419,0.43388373911755823,0.22611568550828803,-0.9741004551724206
1136,330,11.32,1573,0,0,2021-10-14 16:00:00,1,0,0,0,0,0,0,0,0,-0.5000000000000004,-0.8660254037844385,-0.900968867902419,0.43388373911755823,0.22611568550828803,-0.9741004551724206
1139,330,8.92,919,0,0,2021-10-14 17:00:00,0,1,0,0,0,0,0,0,0,-0.25881904510252063,-0.9659258262890683,-0.900968867902419,0.43388373911755823,0.22611568550828803,-0.9741004551724206
1142,330,7.31,569,0,0,2021-10-14 18:00:00,0,1,0,0,0,0,0,0,0,-1.8369701987210297e-16,-1.0,-0.900968867902419,0.43388373911755823,0.22611568550828803,-0.9741004551724206
1145,330,5.87,506,0,0,2021-10-14 19:00:00,0,1,0,0,0,0,0,0,0,0.2588190451025203,-0.9659258262890684,-0.900968867902419,0.43388373911755823,0.22611568550828803,-0.9741004551724206
1148,330,4.76,403,0,0,2021-10-14 20:00:00,0,1,0,0,0,0,0,0,0,0.5000000000000001,-0.8660254037844386,-0.900968867902419,0.43388373911755823,0.22611568550828803,-0.9741004551724206
1151,330,3.86,288,0,0,2021-10-14 21:00:00,0,1,0,0,0,0,0,0,0,0.7071067811865474,-0.7071067811865477,-0.900968867902419,0.43388373911755823,0.22611568550828803,-0.9741004551724206
1154,330,3.06,146,0,0,2021-10-14 22:00:00,0,1,0,0,0,0,0,0,0,0.8660254037844384,-0.5000000000000004,-0.900968867902419,0.43388373911755823,0.22611568550828803,-0.9741004551724206
1157,330,2.67,42,0,0,2021-10-14 23:00:00,0,1,0,0,0,0,0,0,0,0.9659258262890683,-0.2588190451025207,-0.900968867902419,0.43388373911755823,0.22611568550828803,-0.9741004551724206
1160,330,2.67,53,0,0,2021-10-15 00:00:00,0,1,0,0,0,0,0,0,0,1.0,0.0,-0.9009688679024191,-0.433883739117558,0.24284972209593494,-0.9700639218515072
1163,330,2.33,17,0,0,2021-10-15 01:00:00,0,1,0,0,0,0,0,0,0,0.9659258262890683,0.25881904510252074,-0.9009688679024191,-0.433883739117558,0.24284972209593494,-0.9700639218515072
1166,330,2.19,48,0,0,2021-10-15 02:00:00,0,0,0,0,0,1,0,0,0,0.8660254037844387,0.49999999999999994,-0.9009688679024191,-0.433883739117558,0.24284972209593494,-0.9700639218515072
1169,330,2.01,130,0,0,2021-10-15 03:00:00,0,0,0,0,0,1,0,0,0,0.7071067811865476,0.7071067811865476,-0.9009688679024191,-0.433883739117558,0.24284972209593494,-0.9700639218515072
1172,330,1.68,326,0,0,2021-10-15 04:00:00,0,0,0,0,0,1,0,0,0,0.5000000000000001,0.8660254037844386,-0.9009688679024191,-0.433883739117558,0.24284972209593494,-0.9700639218515072
1175,330,1.37,562,0,0,2021-10-15 05:00:00,0,0,0,0,0,1,0,0,0,0.25881904510252074,0.9659258262890683,-0.9009688679024191,-0.433883739117558,0.24284972209593494,-0.9700639218515072
1178,330,1.45,759,0,0,2021-10-15 06:00:00,0,0,0,0,1,0,0,0,0,6.123233995736766e-17,1.0,-0.9009688679024191,-0.433883739117558,0.24284972209593494,-0.9700639218515072
1181,330,2.71,923,0,0,2021-10-15 07:00:00,0,0,0,0,1,0,0,0,0,-0.25881904510252085,0.9659258262890683,-0.9009688679024191,-0.433883739117558,0.24284972209593494,-0.9700639218515072
1184,330,4.68,1459,0,0,2021-10-15 08:00:00,0,0,0,0,1,0,0,0,0,-0.4999999999999998,0.8660254037844387,-0.9009688679024191,-0.433883739117558,0.24284972209593494,-0.9700639218515072
1187,330,6.96,1500,0,0,2021-10-15 09:00:00,0,0,0,0,1,0,0,0,0,-0.7071067811865475,0.7071067811865476,-0.9009688679024191,-0.433883739117558,0.24284972209593494,-0.9700639218515072
1190,330,9.55,1627,0,0,2021-10-15 10:00:00,0,0,0,0,1,0,0,0,0,-0.8660254037844387,0.49999999999999994,-0.9009688679024191,-0.433883739117558,0.24284972209593494,-0.9700639218515072
1193,330,12.03,1665,0,0,2021-10-15 11:00:00,0,0,0,0,1,0,0,0,0,-0.9659258262890682,0.258819045102521,-0.9009688679024191,-0.433883739117558,0.24284972209593494,-0.9700639218515072
1196,330,14.06,1902,0,0,2021-10-15 12:00:00,0,0,1,0,0,0,0,0,0,-1.0,1.2246467991473532e-16,-0.9009688679024191,-0.433883739117558,0.24284972209593494,-0.9700639218515072
1199,330,15.22,1869,0,0,2021-10-15 13:00:00,0,0,0,0,1,0,0,0,0,-0.9659258262890684,-0.25881904510252035,-0.9009688679024191,-0.433883739117558,0.24284972209593494,-0.9700639218515072
1202,330,15.53,1641,0,0,2021-10-15 14:00:00,0,0,0,0,1,0,0,0,0,-0.8660254037844386,-0.5000000000000001,-0.9009688679024191,-0.433883739117558,0.24284972209593494,-0.9700639218515072
1205,330,15.13,1703,0,0,2021-10-15 15:00:00,0,0,0,0,1,0,0,0,0,-0.7071067811865477,-0.7071067811865475,-0.9009688679024191,-0.433883739117558,0.24284972209593494,-0.9700639218515072
1208,330,13.38,1521,0,0,2021-10-15 16:00:00,0,0,0,0,1,0,0,0,0,-0.5000000000000004,-0.8660254037844385,-0.9009688679024191,-0.433883739117558,0.24284972209593494,-0.9700639218515072
1211,330,11.05,1013,0,0,2021-10-15 17:00:00,0,0,1,0,0,0,0,0,0,-0.25881904510252063,-0.9659258262890683,-0.9009688679024191,-0.433883739117558,0.24284972209593494,-0.9700639218515072
1214,330,9.72,794,0,0,2021-10-15 18:00:00,0,0,1,0,0,0,0,0,0,-1.8369701987210297e-16,-1.0,-0.9009688679024191,-0.433883739117558,0.24284972209593494,-0.9700639218515072
1217,330,8.72,692,0,0,2021-10-15 19:00:00,0,0,1,0,0,0,0,0,0,0.2588190451025203,-0.9659258262890684,-0.9009688679024191,-0.433883739117558,0.24284972209593494,-0.9700639218515072
1220,330,8.02,706,0,0,2021-10-15 20:00:00,0,0,0,0,0,1,0,0,0,0.5000000000000001,-0.8660254037844386,-0.9009688679024191,-0.433883739117558,0.24284972209593494,-0.9700639218515072
1223,330,7.35,546,0,0,2021-10-15 21:00:00,0,0,1,0,0,0,0,0,0,0.7071067811865474,-0.7071067811865477,-0.9009688679024191,-0.433883739117558,0.24284972209593494,-0.9700639218515072
1226,330,6.66,307,0,0,2021-10-15 22:00:00,0,0,1,0,0,0,0,0,0,0.8660254037844384,-0.5000000000000004,-0.9009688679024191,-0.433883739117558,0.24284972209593494,-0.9700639218515072
1229,330,6.06,120,0,0,2021-10-15 23:00:00,0,0,1,0,0,0,0,0,0,0.9659258262890683,-0.2588190451025207,-0.9009688679024191,-0.433883739117558,0.24284972209593494,-0.9700639218515072
1232,330,5.64,88,0,0,2021-10-16 00:00:00,0,0,0,0,0,1,0,0,0,1.0,0.0,-0.2225209339563146,-0.9749279121818236,0.25951179706979943,-0.965739937654855
1235,330,4.88,80,0,0,2021-10-16 01:00:00,0,0,0,0,0,1,0,0,0,0.9659258262890683,0.25881904510252074,-0.2225209339563146,-0.9749279121818236,0.25951179706979943,-0.965739937654855
1238,330,4.49,73,0,0,2021-10-16 02:00:00,0,0,0,0,0,1,0,0,0,0.8660254037844387,0.49999999999999994,-0.2225209339563146,-0.9749279121818236,0.25951179706979943,-0.965739937654855
1241,330,4.07,98,0,0,2021-10-16 03:00:00,0,0,0,0,0,1,0,0,0,0.7071067811865476,0.7071067811865476,-0.2225209339563146,-0.9749279121818236,0.25951179706979943,-0.965739937654855
1244,330,3.51,132,0,0,2021-10-16 04:00:00,0,0,0,0,0,1,0,0,0,0.5000000000000001,0.8660254037844386,-0.2225209339563146,-0.9749279121818236,0.25951179706979943,-0.965739937654855
1247,330,3.07,148,0,0,2021-10-16 05:00:00,0,0,0,0,0,1,0,0,0,0.25881904510252074,0.9659258262890683,-0.2225209339563146,-0.9749279121818236,0.25951179706979943,-0.965739937654855
1250,330,2.65,358,0,0,2021-10-16 06:00:00,0,0,0,0,1,0,0,0,0,6.123233995736766e-17,1.0,-0.2225209339563146,-0.9749279121818236,0.25951179706979943,-0.965739937654855
1253,330,3.8,541,0,0,2021-10-16 07:00:00,0,0,0,0,1,0,0,0,0,-0.25881904510252085,0.9659258262890683,-0.2225209339563146,-0.9749279121818236,0.25951179706979943,-0.965739937654855
1256,330,5.76,1254,0,0,2021-10-16 08:00:00,0,0,0,0,1,0,0,0,0,-0.4999999999999998,0.8660254037844387,-0.2225209339563146,-0.9749279121818236,0.25951179706979943,-0.965739937654855
1259,330,8.09,1836,0,0,2021-10-16 09:00:00,0,0,0,0,1,0,0,0,0,-0.7071067811865475,0.7071067811865476,-0.2225209339563146,-0.9749279121818236,0.25951179706979943,-0.965739937654855
1262,330,10.23,2272,0,0,2021-10-16 10:00:00,0,0,0,0,1,0,0,0,0,-0.8660254037844387,0.49999999999999994,-0.2225209339563146,-0.9749279121818236,0.25951179706979943,-0.965739937654855
1265,330,11.87,2731,0,0,2021-10-16 11:00:00,0,0,0,0,1,0,0,0,0,-0.9659258262890682,0.258819045102521,-0.2225209339563146,-0.9749279121818236,0.25951179706979943,-0.965739937654855
1268,330,13.42,3175,0,0,2021-10-16 12:00:00,0,0,0,0,1,0,0,0,0,-1.0,1.2246467991473532e-16,-0.2225209339563146,-0.9749279121818236,0.25951179706979943,-0.965739937654855
1271,330,14.69,3251,0,0,2021-10-16 13:00:00,0,0,0,0,1,0,0,0,0,-0.9659258262890684,-0.25881904510252035,-0.2225209339563146,-0.9749279121818236,0.25951179706979943,-0.965739937654855
